area,bedrooms,bathrooms,age,location,property_type,floor,facing,amenities_score,price
1907.7,3,2,5,Madhapur,Studio,24,North-East,3.75,16128028.58
818.1,1,1,22,Banjara Hills,Apartment,2,North,2.15,10441529.36
1323.4,3,3,15,LB Nagar,Studio,20,North,4.84,3567545.96
1511.9,1,1,11,LB Nagar,Studio,22,East,4.35,3548793.66
1120.8,3,2,21,Gachibowli,Independent House,23,North-East,9.43,12917066.46
2696.8,4,4,25,Banjara Hills,Apartment,13,South,0.33,35441040.8
1528.5,2,1,31,Banjara Hills,Independent House,12,South-West,9.5,21031758.51
1366.0,3,3,14,Banjara Hills,Apartment,14,West,2.34,21576688.14
2055.0,2,2,5,Uppal,Studio,22,North,1.45,5959854.94
1199.1,3,3,30,LB Nagar,Apartment,21,North-East,7.42,3361643.88
1954.1,4,4,11,Gachibowli,Apartment,23,North,5.23,21867303.39
482.7,2,2,26,Miyapur,Apartment,24,West,8.96,1986172.88
1150.5,3,3,27,Gachibowli,Independent House,15,West,5.43,13052941.47
1977.0,2,1,2,Madhapur,Studio,6,South-West,5.05,16277251.75
2263.6,3,2,14,Kukatpally,Apartment,3,North,2.06,10984804.02
974.7,3,2,2,Miyapur,Independent House,22,North-East,9.5,5956449.15
910.6,3,2,21,Uppal,Studio,3,South,6.64,2330528.6
1712.1,2,2,27,Banjara Hills,Apartment,1,South,6.02,18130160.65
1057.3,3,2,19,Gachibowli,Apartment,11,West,7.9,10535946.5
1252.3,3,3,11,Madhapur,Independent House,18,West,1.01,12181314.72
1882.0,3,3,34,Madhapur,Independent House,18,North,8.66,15432088.16
1100.7,3,2,2,LB Nagar,Apartment,6,East,5.0,3214997.12
319.0,4,4,4,Uppal,Villa,12,South,8.02,1563414.28
684.4,2,2,12,Madhapur,Apartment,22,East,7.13,6110480.84
1405.5,1,1,33,LB Nagar,Studio,19,West,4.51,3393530.57
375.1,5,5,31,Kondapur,Studio,22,South,7.7,2315575.52
1236.6,1,1,19,Kukatpally,Villa,19,East,7.21,9368325.11
634.3,4,4,33,Kondapur,Apartment,2,East,0.04,3511173.05
2302.0,3,3,31,Gachibowli,Apartment,5,West,7.09,21708779.94
2590.8,4,4,20,LB Nagar,Apartment,4,North-East,5.09,7372045.85
818.0,3,3,4,Banjara Hills,Apartment,3,North-East,8.39,13527934.21
1541.2,4,4,31,Gachibowli,Independent House,21,East,8.1,15515228.48
871.8,3,3,22,Gachibowli,Apartment,17,West,1.71,8234094.23
1229.9,3,2,4,Madhapur,Apartment,22,East,0.22,10804889.8
2391.9,2,1,29,Gachibowli,Apartment,8,East,1.96,21487841.37
1143.3,1,1,13,Banjara Hills,Apartment,24,South-West,7.41,17249807.68
1242.7,2,1,27,Miyapur,Apartment,23,North,8.71,5851649.07
881.6,5,5,9,LB Nagar,Independent House,2,North-East,7.01,2764656.29
2030.4,2,1,0,Banjara Hills,Villa,21,North-East,8.21,43488402.08
300.0,3,3,15,Madhapur,Apartment,2,North,5.87,2228552.3
1156.5,3,2,15,Kukatpally,Studio,11,North-East,5.07,5415553.2
1374.8,2,2,30,LB Nagar,Studio,4,West,9.7,3012062.14
1036.4,5,4,4,Miyapur,Apartment,14,North,0.81,5344247.26
1875.0,1,1,31,Uppal,Independent House,0,North,4.21,5309791.36
2061.1,3,3,5,Kukatpally,Apartment,21,South,2.78,10075541.72
623.4,2,2,32,Kondapur,Apartment,11,West,1.22,3099464.76
2551.4,1,1,24,Gachibowli,Apartment,21,North-East,6.06,24056105.62
617.2,2,2,12,Uppal,Apartment,10,South-West,2.63,2069402.78
2108.7,3,3,33,Uppal,Studio,13,South-West,4.63,4625918.08
1482.4,1,1,12,Banjara Hills,Studio,18,South-West,1.37,16971631.54
1123.0,4,3,22,Miyapur,Villa,24,South,3.9,6292161.29
1174.8,3,3,0,Banjara Hills,Independent House,9,North-East,2.0,17677222.41
1381.6,1,1,3,Miyapur,Independent House,13,North-East,8.97,7065383.89
1514.6,2,2,12,Uppal,Studio,8,South-West,5.22,4294583.39
893.9,2,1,8,Gachibowli,Apartment,1,East,8.0,8234928.21
1271.3,4,3,7,Kondapur,Apartment,21,West,4.86,8447727.05
976.1,3,2,13,Banjara Hills,Independent House,14,North,0.42,15124610.67
731.7,1,1,21,Kukatpally,Apartment,9,South,6.95,3495779.97
950.5,3,3,4,LB Nagar,Apartment,19,South-West,0.48,2812522.86
767.5,3,2,26,Banjara Hills,Apartment,20,East,3.95,10199096.01
1168.9,3,3,29,Kondapur,Independent House,24,East,5.47,8181052.24
1637.9,1,1,29,LB Nagar,Apartment,10,South-West,7.8,4399158.25
1466.4,1,1,6,Madhapur,Apartment,2,West,8.99,12726299.12
2485.9,2,2,30,Gachibowli,Apartment,12,East,2.05,21423846.83
300.0,3,2,4,Kondapur,Apartment,11,North-East,6.64,2259649.94
1658.1,3,3,3,Kukatpally,Studio,5,South-West,4.7,8132982.26
1403.5,2,2,25,Miyapur,Apartment,14,South-West,7.68,6722495.84
1848.6,2,1,26,Madhapur,Independent House,10,South-West,9.4,17558269.14
1794.1,3,3,4,LB Nagar,Villa,22,East,5.33,7866911.98
1309.3,1,1,14,Kukatpally,Apartment,1,East,2.87,5290635.1
1495.0,3,2,14,Madhapur,Villa,17,South-West,7.99,20913786.11
990.8,2,1,25,LB Nagar,Independent House,15,North-East,5.27,2929084.78
1737.5,2,1,18,LB Nagar,Independent House,5,West,8.82,6419475.12
366.6,3,2,21,Kondapur,Apartment,8,North,5.66,2845526.83
1827.3,2,1,2,Banjara Hills,Apartment,21,South-West,9.37,29916278.49
1387.3,3,2,34,Kukatpally,Studio,9,South-West,0.18,4480391.52
1132.1,2,2,19,Kukatpally,Villa,16,South-West,7.39,8683294.06
1272.1,2,1,23,Gachibowli,Studio,12,North,3.47,11335727.06
1312.4,3,3,16,Miyapur,Studio,22,North-East,6.69,4762521.74
2113.5,1,1,8,Uppal,Apartment,16,East,9.42,8880368.0
3178.4,3,3,23,Banjara Hills,Villa,20,South-West,6.54,53713714.57
2070.9,3,2,10,Miyapur,Apartment,22,West,7.45,9187200.86
1089.1,5,5,7,Gachibowli,Villa,3,South-West,1.58,14884357.75
1746.4,2,2,19,Miyapur,Apartment,20,East,1.71,7799558.52
1770.3,2,1,12,Kondapur,Apartment,24,South-West,5.73,12580326.42
891.2,2,2,31,Banjara Hills,Villa,0,South,4.31,13791350.35
706.6,4,3,23,LB Nagar,Villa,11,South,1.11,2882102.52
1365.2,2,1,13,Gachibowli,Independent House,6,North-East,7.28,15903451.94
1844.2,2,1,1,Kukatpally,Apartment,24,North,6.99,10693029.15
513.5,3,3,11,Gachibowli,Apartment,8,South-West,0.92,4573451.83
1003.5,1,1,4,LB Nagar,Studio,4,East,0.49,2470724.21
1715.0,3,2,7,Miyapur,Apartment,2,South,3.79,7509735.62
1422.9,2,2,9,Uppal,Apartment,19,West,6.33,5400434.23
2179.0,3,2,22,Kondapur,Independent House,1,East,8.94,14419333.25
623.7,3,2,3,Kondapur,Apartment,7,South,4.35,4627220.72
2693.7,2,2,5,Miyapur,Independent House,13,North-East,0.84,12116894.07
554.1,3,3,1,Uppal,Apartment,1,East,8.4,2008515.37
300.0,3,3,32,Uppal,Villa,4,North-East,1.25,1101296.53
1367.6,2,2,34,Banjara Hills,Studio,24,South-West,6.37,15076277.72
776.0,4,4,10,Miyapur,Studio,11,North-East,4.13,3260551.34
1378.7,3,3,15,Banjara Hills,Independent House,7,West,9.1,20584680.14
1359.5,4,3,10,Madhapur,Apartment,21,East,7.05,14721192.94
1292.3,3,3,18,Uppal,Independent House,2,East,0.0,4082483.81
936.7,2,1,19,Madhapur,Villa,6,South,3.73,9665505.91
1638.0,2,2,8,Uppal,Independent House,21,West,1.8,5625693.22
1225.5,2,1,22,Kondapur,Independent House,18,North,2.84,9783767.49
2007.0,1,1,0,Gachibowli,Independent House,10,East,3.99,22360194.54
1300.8,2,2,22,Madhapur,Independent House,24,North,5.41,12288275.74
869.4,2,1,26,Kukatpally,Independent House,14,East,7.98,4549959.22
471.8,1,1,1,Uppal,Apartment,18,North,0.86,1744966.91
1305.3,4,4,25,Kukatpally,Apartment,24,South,4.41,7411577.84
701.9,2,1,25,LB Nagar,Independent House,12,South-West,8.51,2383697.84
657.5,3,2,34,Uppal,Apartment,12,West,4.32,1958930.4
1690.1,3,2,28,Uppal,Studio,16,West,5.19,4915255.85
422.3,3,2,0,Kukatpally,Independent House,1,North-East,7.79,2441015.59
2176.7,2,1,2,Madhapur,Apartment,10,South-West,7.13,21693376.83
1487.8,3,2,4,Kondapur,Villa,17,North,5.1,15339670.74
1375.9,3,3,20,Banjara Hills,Independent House,9,North,9.67,22369293.8
830.9,4,3,24,Madhapur,Villa,17,North-East,0.36,8383882.41
1820.4,2,1,23,LB Nagar,Apartment,10,North-East,0.55,5352901.24
1398.4,1,1,11,Kondapur,Studio,4,North-East,4.27,8172953.91
1022.6,3,3,7,Banjara Hills,Apartment,3,South,1.58,12546909.34
1509.9,2,2,2,Miyapur,Independent House,13,East,2.17,7947618.16
474.5,3,2,13,LB Nagar,Apartment,4,West,1.5,1167645.41
500.6,3,2,10,Uppal,Independent House,9,East,6.92,1974352.96
783.9,3,2,10,Madhapur,Independent House,12,North,4.21,6865310.51
1592.2,5,4,3,Kondapur,Independent House,1,South-West,8.34,12854893.06
1398.2,3,2,10,Kukatpally,Apartment,10,West,2.5,7163013.49
1976.9,4,4,29,Gachibowli,Villa,7,North-East,6.23,26599770.71
894.0,3,2,8,Madhapur,Independent House,7,North,2.13,9703768.16
1716.1,2,2,30,Gachibowli,Apartment,22,West,0.14,16323610.95
1337.4,4,3,3,LB Nagar,Studio,23,West,6.89,4414896.68
881.3,3,2,22,Miyapur,Independent House,7,North-East,1.46,3802932.44
1611.9,5,5,3,Uppal,Studio,22,North-East,6.94,5852798.8
1363.7,2,1,13,Uppal,Studio,5,West,6.91,3891278.77
1054.0,2,1,33,LB Nagar,Studio,8,South-West,6.68,2130337.96
1423.1,4,3,26,Banjara Hills,Villa,23,East,5.92,29814559.42
1328.8,1,1,17,LB Nagar,Independent House,2,South,8.85,4194427.34
1315.5,3,2,22,Banjara Hills,Apartment,9,West,0.76,17484527.43
1173.1,3,3,23,Kondapur,Apartment,20,South-West,9.32,7066420.71
682.3,2,1,27,Kukatpally,Villa,23,North-East,0.66,4439203.6
1441.1,2,1,20,Madhapur,Apartment,23,East,4.95,13684852.08
958.5,4,3,17,Gachibowli,Studio,22,North,9.23,9128521.66
838.8,1,1,2,Gachibowli,Apartment,24,North-East,2.69,8352497.42
1267.6,3,2,33,Uppal,Apartment,11,South,8.38,3621863.77
1803.7,3,3,19,Madhapur,Apartment,8,North,5.93,14211044.72
1502.1,3,2,10,Madhapur,Apartment,9,East,8.61,14764064.97
1107.9,2,2,4,LB Nagar,Apartment,3,South,0.49,3001248.24
1085.8,1,1,21,Gachibowli,Apartment,3,East,5.56,9083482.26
1749.7,4,4,27,LB Nagar,Villa,24,West,1.89,7471184.62
300.0,2,1,28,LB Nagar,Apartment,4,West,0.18,645740.54
1838.6,2,2,31,Kukatpally,Apartment,15,South,6.89,8894282.2
369.3,5,4,31,Gachibowli,Apartment,5,North,7.5,3853038.49
621.5,2,1,21,Gachibowli,Apartment,16,North,7.36,6106814.12
1117.2,2,1,33,Madhapur,Apartment,11,South-West,7.27,9041920.26
2593.6,5,5,2,Kukatpally,Independent House,2,North,8.0,16640793.91
2322.6,1,1,13,Gachibowli,Villa,9,North-East,4.7,30901604.92
1788.6,2,2,16,Kondapur,Apartment,18,South-West,3.48,10317463.12
1596.1,2,1,24,Banjara Hills,Independent House,20,East,7.71,24377018.48
375.7,3,2,10,Kukatpally,Apartment,7,North-East,6.66,2063093.32
1486.2,4,4,10,Banjara Hills,Apartment,7,East,2.0,19468674.78
1097.9,3,2,31,Miyapur,Studio,18,South,4.35,3916665.25
950.8,5,4,22,Banjara Hills,Apartment,10,West,1.82,13755609.82
1485.1,1,1,22,Gachibowli,Studio,1,West,7.79,11131602.91
1140.9,3,3,6,Gachibowli,Apartment,3,South-West,2.47,12246840.76
1878.1,1,1,17,Uppal,Apartment,9,West,6.23,5785228.96
335.2,4,3,14,Banjara Hills,Apartment,6,South,7.35,5084423.16
1441.3,4,4,21,Kondapur,Apartment,2,North-East,9.92,9958581.85
916.5,2,1,32,Kukatpally,Studio,19,North-East,4.33,3639280.44
1174.7,4,3,9,Kukatpally,Apartment,11,West,8.72,7660516.67
1567.5,3,3,28,Miyapur,Studio,17,North,6.64,5877615.1
785.5,1,1,22,Uppal,Studio,0,South,0.08,1577531.85
1490.3,3,2,17,Kondapur,Independent House,10,South,3.91,11449072.21
1283.2,5,5,33,Uppal,Apartment,11,East,3.94,3894355.75
1036.7,2,1,5,Madhapur,Apartment,14,South,1.2,9307000.37
1141.2,1,1,23,LB Nagar,Apartment,24,East,4.37,3125030.43
1315.0,5,5,13,Kukatpally,Villa,11,South,1.16,10169467.14
977.7,2,1,23,Miyapur,Apartment,12,North-East,8.35,4558193.22
1403.9,2,2,4,LB Nagar,Studio,22,North,3.62,3797994.61
1247.0,3,2,25,Uppal,Independent House,9,West,1.83,4053125.03
1063.8,3,3,2,Uppal,Apartment,9,West,6.02,3372593.45
2274.4,2,2,12,Kukatpally,Independent House,3,North-East,8.58,12311449.3
1628.4,1,1,31,Banjara Hills,Apartment,18,North,9.35,20189391.31
1189.5,4,4,22,Kondapur,Studio,0,South-West,8.94,6640784.15
1480.2,3,3,17,Gachibowli,Apartment,5,South-West,8.82,14540184.43
835.2,3,3,11,LB Nagar,Studio,10,North,3.48,2013422.12
1159.8,4,4,3,Gachibowli,Villa,10,West,5.05,17543441.9
1224.0,1,1,3,Gachibowli,Studio,0,North-East,3.71,9371051.1
714.3,4,4,25,Gachibowli,Apartment,13,North-East,9.22,6125445.13
1613.0,3,3,9,Miyapur,Villa,24,East,0.93,10637115.29
1121.9,5,5,2,Kukatpally,Apartment,2,South-West,5.54,6860644.44
1204.5,2,2,15,LB Nagar,Villa,12,West,2.47,4596914.78
1087.2,2,2,13,Kondapur,Apartment,14,South,8.5,8133074.74
3027.5,3,3,33,Madhapur,Apartment,8,West,3.39,22633990.1
1035.6,4,3,8,Banjara Hills,Apartment,14,North,8.64,15319624.94
300.0,5,4,9,Banjara Hills,Apartment,8,South,9.28,5620456.06
520.0,2,2,5,Madhapur,Apartment,3,East,1.72,4577303.11
1817.6,3,3,6,LB Nagar,Villa,21,West,7.54,9041883.33
2135.0,2,1,18,Kukatpally,Apartment,24,North-East,3.5,10844134.55
1025.0,3,2,7,LB Nagar,Independent House,9,South-West,4.03,3773766.92
2103.4,4,3,25,Banjara Hills,Apartment,2,South-West,2.74,23336402.1
1807.9,4,4,28,Banjara Hills,Villa,4,North-East,6.17,30825886.35
1295.8,2,1,17,Uppal,Villa,22,South-West,3.43,6113492.16
1256.8,5,4,8,Banjara Hills,Apartment,22,East,7.41,20433054.04
1499.5,2,2,28,Banjara Hills,Independent House,12,West,7.78,23417278.53
1882.6,3,3,33,Kondapur,Studio,21,North,3.95,10130044.53
1618.5,3,2,32,LB Nagar,Villa,5,South-West,0.05,5273410.95
1027.8,3,2,32,Miyapur,Apartment,10,North-East,0.66,3600195.87
1304.2,3,2,28,Banjara Hills,Apartment,2,North,2.74,15651677.23
2489.7,3,2,25,Uppal,Villa,13,East,9.54,13204295.06
1538.2,1,1,33,Uppal,Apartment,17,South,3.94,4514302.44
1878.1,2,1,11,Uppal,Villa,24,West,7.44,9624291.1
1696.9,3,3,32,LB Nagar,Apartment,18,West,9.36,5285915.29
1550.3,3,3,0,Gachibowli,Villa,16,West,3.42,21576614.59
1459.8,3,3,29,LB Nagar,Apartment,16,West,5.61,4172826.57
1893.6,2,1,11,Madhapur,Apartment,15,West,8.52,18504662.49
1795.3,1,1,10,Uppal,Studio,10,South,6.15,4354403.71
1545.1,3,2,23,Kukatpally,Studio,12,East,1.12,6726465.43
1018.4,3,3,6,Uppal,Studio,4,North,7.7,2852135.25
1612.1,3,2,34,Miyapur,Studio,0,South-West,9.04,5332589.29
1363.1,2,1,25,Miyapur,Apartment,19,South-West,7.69,5615023.48
1230.5,2,1,0,Kukatpally,Apartment,12,North-East,7.53,8413982.28
2873.3,2,1,29,Uppal,Apartment,21,West,7.56,9117291.39
553.5,1,1,3,Miyapur,Apartment,3,East,6.13,2684111.99
1927.2,3,2,28,Gachibowli,Apartment,9,South-West,2.48,16600469.95
925.5,2,2,28,Uppal,Studio,6,North,9.11,2404082.97
1472.2,2,1,22,Kukatpally,Apartment,21,North,1.29,7978494.37
2812.7,5,5,21,Madhapur,Apartment,9,North,8.27,25069956.81
870.7,2,1,29,Kukatpally,Apartment,15,East,3.59,4198597.25
1001.9,3,2,29,LB Nagar,Apartment,2,North-East,6.74,2702177.99
1390.4,2,2,24,Uppal,Apartment,13,West,8.05,4742668.47
934.0,2,1,5,Uppal,Independent House,11,West,7.99,3801997.83
1886.2,1,1,23,Kondapur,Apartment,15,North-East,1.61,11367056.21
1106.0,4,3,7,Uppal,Independent House,14,North-East,6.11,4983406.64
1759.7,3,2,1,Kondapur,Studio,2,North-East,2.15,10054537.33
668.9,3,3,5,Miyapur,Independent House,1,North-East,1.12,3216300.8
406.2,5,5,16,Miyapur,Independent House,3,East,5.14,2002470.48
1274.1,1,1,33,Gachibowli,Apartment,5,North,9.88,11243147.49
537.3,3,2,1,Madhapur,Apartment,18,North,9.82,6392417.67
2235.0,1,1,2,Banjara Hills,Apartment,6,West,5.73,30937282.14
558.6,2,2,3,Gachibowli,Studio,24,North,7.72,5801926.38
829.3,4,4,6,Kondapur,Independent House,2,North,2.5,6009355.56
1627.5,1,1,18,Kondapur,Apartment,12,South,2.24,9057607.46
1077.5,5,4,28,Gachibowli,Apartment,17,South-West,7.07,10927709.47
564.9,3,2,1,Kondapur,Villa,1,South,7.86,5155583.93
2522.0,2,2,28,Kukatpally,Independent House,12,South-West,7.42,14151478.26
849.1,1,1,31,Gachibowli,Independent House,1,North-East,1.05,6672546.55
1292.1,3,2,2,Madhapur,Studio,19,North-East,3.56,11147139.5
1284.9,3,2,15,Madhapur,Independent House,11,West,0.44,12936739.28
1790.7,2,2,28,Kukatpally,Independent House,21,South,7.86,11164872.9
1654.3,3,3,24,Madhapur,Apartment,16,East,3.12,14620692.47
945.3,1,1,6,Miyapur,Apartment,7,South-West,4.3,4322115.31
1220.8,5,5,5,Madhapur,Studio,3,West,5.79,9897630.63
1275.2,2,2,15,Kondapur,Independent House,3,West,0.01,7213336.6
1811.9,3,2,29,Kondapur,Apartment,0,South-West,3.54,9174810.23
757.4,3,3,33,Gachibowli,Independent House,7,East,7.27,7250133.07
2510.0,3,2,16,Miyapur,Apartment,18,South,2.86,11806662.18
982.4,4,3,18,Gachibowli,Villa,8,South,5.7,13053770.24
1395.2,5,5,19,Madhapur,Apartment,3,West,9.77,14062292.45
762.0,2,1,17,Uppal,Villa,2,North,1.18,3310638.62
686.0,2,1,22,LB Nagar,Apartment,10,North-East,2.68,1738061.56
919.1,3,3,9,Miyapur,Apartment,5,North-East,6.84,4751977.07
866.2,1,1,18,LB Nagar,Apartment,18,South,5.98,2262450.22
1172.2,3,2,21,Uppal,Villa,8,South,9.78,6097037.49
861.6,1,1,19,Kondapur,Apartment,3,North,0.35,4711308.61
1782.6,4,3,34,Uppal,Apartment,6,South,8.78,5431039.25
969.4,3,3,26,Madhapur,Villa,11,East,4.89,11053022.34
908.4,3,3,25,Kondapur,Apartment,0,East,2.27,4782146.19
1183.9,2,1,28,Kukatpally,Apartment,2,North-East,5.03,5731721.17
1946.1,5,4,18,LB Nagar,Apartment,24,West,4.12,5980058.73
1518.2,3,3,10,Uppal,Studio,8,North-East,1.79,4072597.23
1345.2,4,3,18,Kondapur,Apartment,18,East,2.19,8408028.77
611.8,4,3,32,Miyapur,Apartment,22,West,2.88,2380077.28
771.5,1,1,30,Gachibowli,Apartment,2,South-West,5.52,5801000.69
696.9,1,1,12,Uppal,Apartment,17,West,0.83,2114926.67
2118.8,2,1,16,Kukatpally,Apartment,20,South-West,0.89,10581952.76
1691.8,3,3,9,Kukatpally,Apartment,0,West,3.32,7658214.62
926.1,3,2,0,Uppal,Apartment,7,South,7.07,3840176.91
1089.6,2,2,10,Miyapur,Apartment,3,North-East,9.78,4775294.98
946.1,5,5,3,Banjara Hills,Studio,0,South,0.12,11348872.63
912.8,1,1,12,Madhapur,Apartment,7,West,9.72,8716163.37
1653.2,3,3,1,Gachibowli,Apartment,4,North-East,6.86,19949120.49
1241.9,3,2,11,Miyapur,Studio,22,West,9.01,5626171.11
2544.6,2,1,25,Banjara Hills,Studio,5,North-East,5.36,26285479.53
2087.7,1,1,29,Gachibowli,Independent House,18,North,4.63,18836837.78
2120.2,3,3,31,Kukatpally,Apartment,1,South-West,7.85,9860898.9
1769.2,3,2,19,Miyapur,Apartment,15,South-West,5.51,8617372.74
1167.5,2,2,19,Kukatpally,Apartment,17,North-East,8.97,6543073.33
1728.8,3,3,33,Uppal,Apartment,3,North,8.93,5127277.95
1208.1,3,3,19,LB Nagar,Apartment,10,North,5.3,3614454.02
2296.7,2,1,2,Gachibowli,Independent House,23,North,5.74,24384736.93
1622.4,3,2,32,LB Nagar,Apartment,15,North,4.56,4558706.1
1544.3,2,2,21,Kukatpally,Independent House,20,North,6.89,9506517.94
1469.9,4,3,23,Miyapur,Apartment,10,North,6.82,6477290.43
2357.1,3,2,3,Banjara Hills,Apartment,5,North-East,6.51,38010231.63
611.4,1,1,16,Kukatpally,Villa,11,South-West,0.62,4207764.46
2411.1,4,3,16,Miyapur,Studio,10,South-West,9.64,9517020.06
1297.6,2,1,28,Kukatpally,Apartment,24,South,3.36,6453058.75
626.6,4,3,13,Banjara Hills,Independent House,10,South-West,2.46,9883955.94
986.3,3,3,12,Kukatpally,Apartment,15,South-West,2.11,4606284.05
492.1,1,1,23,LB Nagar,Apartment,14,North,0.69,1272123.35
1759.5,3,2,0,Miyapur,Independent House,9,North,4.57,8595878.1
828.9,2,2,26,Gachibowli,Apartment,9,North,0.42,6970882.45
1492.8,4,3,0,LB Nagar,Apartment,21,East,1.61,5311259.19
2023.8,5,4,8,LB Nagar,Apartment,5,West,0.05,5911126.72
1030.4,3,2,17,Gachibowli,Apartment,10,North,1.75,9072397.87
1252.5,3,3,6,Uppal,Apartment,16,North-East,9.95,5112221.8
683.1,3,2,1,Kondapur,Apartment,1,West,5.41,5509763.23
1186.4,2,1,14,Kukatpally,Studio,16,South,0.67,4367201.6
2815.7,1,1,24,Kondapur,Independent House,20,West,5.64,20081858.57
1827.9,4,3,8,Uppal,Apartment,11,North,6.01,6569774.63
1254.4,2,2,9,LB Nagar,Apartment,14,East,5.48,3863146.43
1063.6,2,2,23,Uppal,Independent House,12,South,3.36,3603841.89
1376.6,2,1,33,LB Nagar,Apartment,16,East,6.57,3702373.3
1471.5,5,5,18,LB Nagar,Apartment,1,West,1.43,4183720.54
1169.5,5,5,19,Banjara Hills,Villa,15,South,2.2,22835631.69
1691.5,2,1,28,Madhapur,Apartment,11,North-East,9.95,12432363.47
875.6,2,2,2,Miyapur,Apartment,0,North,4.16,3995380.77
872.9,4,3,34,Kukatpally,Apartment,20,West,1.48,4484147.64
1603.6,2,1,16,Banjara Hills,Apartment,3,South-West,2.17,18933234.51
757.2,5,5,13,Banjara Hills,Apartment,14,North,7.24,12377995.78
1801.0,4,4,21,Kukatpally,Studio,21,West,1.16,8643891.02
1392.1,3,3,31,Kukatpally,Apartment,23,East,3.54,7275765.98
394.6,1,1,32,Gachibowli,Independent House,15,North,3.28,4046052.04
1460.2,3,3,27,Gachibowli,Independent House,17,West,2.28,15229125.02
473.2,5,4,16,Gachibowli,Apartment,14,North,4.77,5401911.19
1781.3,2,1,5,Kukatpally,Apartment,19,West,1.1,10651738.02
1263.2,4,4,6,Banjara Hills,Apartment,24,West,4.57,19852609.7
2418.1,2,1,29,Kukatpally,Independent House,11,North-East,0.33,12126155.47
1989.2,5,4,4,Kondapur,Apartment,10,North,9.7,13958312.33
816.6,3,2,16,Kondapur,Independent House,4,North-East,6.05,5198190.43
300.0,1,1,14,Miyapur,Studio,24,South,0.75,1088130.65
984.7,3,2,24,Kukatpally,Villa,22,South,1.91,6958841.42
728.3,1,1,12,Miyapur,Studio,17,North,7.36,2762446.75
2404.2,2,1,24,Uppal,Villa,16,North,7.32,10389073.95
1394.3,4,4,17,LB Nagar,Studio,5,West,3.65,3313799.15
1913.4,2,1,31,Uppal,Villa,22,South-West,1.48,7665431.64
1243.2,5,4,6,Kukatpally,Independent House,1,North,5.36,6307479.8
1301.2,1,1,26,Kondapur,Villa,15,South-West,2.76,10955610.26
1382.1,3,2,25,Gachibowli,Studio,6,North-East,0.97,9976865.05
2008.6,5,4,28,Kukatpally,Apartment,11,South,3.46,10385770.85
1571.4,3,2,17,Gachibowli,Independent House,2,South-West,7.51,16188827.15
818.5,4,3,11,LB Nagar,Apartment,3,South,3.54,2159305.97
2292.4,5,4,18,Uppal,Studio,9,North-East,0.41,5868876.62
1239.0,3,2,34,Banjara Hills,Apartment,9,North-East,1.2,15998143.78
1149.5,3,3,6,Uppal,Villa,22,South,5.96,5641329.59
300.0,1,1,23,Banjara Hills,Villa,14,North-East,5.22,5640711.97
1748.9,2,2,7,Miyapur,Studio,0,North-East,6.75,5783452.66
1455.6,2,2,27,Banjara Hills,Apartment,23,West,5.72,19512241.56
1455.0,4,4,14,Kondapur,Independent House,15,South-West,4.97,11464519.11
1178.4,3,2,30,Miyapur,Villa,20,South,4.75,6471937.4
1083.6,3,3,5,Miyapur,Studio,23,East,9.62,4716632.15
1196.7,4,3,4,Kondapur,Studio,12,East,8.62,9028437.16
1654.7,1,1,33,LB Nagar,Independent House,4,North-East,3.83,4807170.78
1751.5,5,4,11,Uppal,Independent House,11,North-East,6.53,7437028.96
1272.9,1,1,2,Gachibowli,Apartment,17,South,0.2,12299073.97
1921.9,2,2,29,Miyapur,Studio,0,South,0.21,4898399.08
1356.6,3,2,14,Miyapur,Apartment,23,South-West,3.19,5551213.02
1122.7,2,1,32,Madhapur,Independent House,8,South-West,7.55,10782463.59
1509.1,3,2,15,Miyapur,Villa,16,North-East,9.25,8952667.01
652.3,3,2,26,LB Nagar,Apartment,24,East,6.83,1895304.74
1528.0,4,3,20,Uppal,Apartment,21,North-East,7.06,5607438.43
551.8,2,1,16,Uppal,Apartment,18,South,0.32,1442619.43
834.8,2,1,17,Miyapur,Studio,7,North-East,9.3,2828426.89
300.0,1,1,8,Madhapur,Apartment,13,North-East,0.87,2345270.75
1303.7,3,2,25,Uppal,Apartment,12,North-East,9.47,4259158.5
2285.3,2,1,18,Madhapur,Independent House,21,South-West,1.42,21878464.72
1335.6,2,2,0,Kukatpally,Apartment,0,East,0.33,6906560.65
1754.0,4,3,13,Madhapur,Studio,0,South-West,5.64,12295853.29
2693.8,5,5,14,Madhapur,Apartment,2,North,1.14,22031691.82
